,precision,recall,thresholds
0,0.020225912338289246,1.0,3.859095433077931e-05
1,0.02017861453053343,0.9976133651551312,3.8596790881718854e-05
2,0.02017958868398185,0.9976133651551312,3.859844544114626e-05
3,0.0201805629314923,0.9976133651551312,3.8607473068520167e-05
4,0.02018153727307841,0.9976133651551312,3.860816227311512e-05
5,0.020182511708753802,0.9976133651551312,3.861974696310086e-05
6,0.02018348623853211,0.9976133651551312,3.8622258958023926e-05
7,0.020184460862426964,0.9976133651551312,3.866130364381427e-05
8,0.020185435580452,0.9976133651551312,3.866550023071596e-05
9,0.020186410392620854,0.9976133651551312,3.8710370330519194e-05
10,0.020187385298947164,0.9976133651551312,3.871057522146975e-05
11,0.02018836029944458,0.9976133651551312,3.87105838727966e-05
12,0.020189335394126737,0.9976133651551312,3.8716844360672005e-05
13,0.020190310583007295,0.9976133651551312,3.8722675382633716e-05
14,0.020191285866099893,0.9976133651551312,3.8743120285582904e-05
15,0.02019226124341819,0.9976133651551312,3.8743615900116076e-05
16,0.020193236714975846,0.9976133651551312,3.874522738414659e-05
17,0.02019421228078651,0.9976133651551312,3.876888399586614e-05
18,0.020195187940863852,0.9976133651551312,3.879244645449228e-05
19,0.02019616369522153,0.9976133651551312,3.879559417987495e-05
20,0.020197139543873213,0.9976133651551312,3.882433428442302e-05
21,0.02019811548683257,0.9976133651551312,3.884053346995388e-05
22,0.02019909152411327,0.9976133651551312,3.884141892732341e-05
23,0.02020006765572899,0.9976133651551312,3.884894184620022e-05
24,0.020201043881693408,0.9976133651551312,3.8849128107721846e-05
25,0.020202020202020204,0.9976133651551312,3.8869549047986055e-05
26,0.020202996616723055,0.9976133651551312,3.8871358204437684e-05
27,0.02020397312581565,0.9976133651551312,3.887735598060256e-05
28,0.020204949729311677,0.9976133651551312,3.8887665502541654e-05
29,0.020205926427224827,0.9976133651551312,3.891192038125752e-05
30,0.020206903219568792,0.9976133651551312,3.891314623562387e-05
31,0.020207880106357264,0.9976133651551312,3.892016451246457e-05
32,0.020208857087603945,0.9976133651551312,3.8929852037989e-05
33,0.020209834163322535,0.9976133651551312,3.893212393783996e-05
34,0.02021081133352674,0.9976133651551312,3.8961139126048134e-05
35,0.02021178859823026,0.9976133651551312,3.8973313461100156e-05
36,0.02021276595744681,0.9976133651551312,3.897620283135555e-05
37,0.020213743411190095,0.9976133651551312,3.9034212486827456e-05
38,0.020214720959473836,0.9976133651551312,3.904721179508071e-05
39,0.020215698602311746,0.9976133651551312,3.907354174820098e-05
40,0.02021667633971755,0.9976133651551312,3.908141076796741e-05
41,0.020217654171704957,0.9976133651551312,3.909099157093283e-05
42,0.020218632098287705,0.9976133651551312,3.909355382549771e-05
43,0.020219610119479516,0.9976133651551312,3.909873600797393e-05
44,0.02022058823529412,0.9976133651551312,3.9120041728028034e-05
45,0.020221566445745246,0.9976133651551312,3.912083218092102e-05
46,0.020222544750846637,0.9976133651551312,3.912314712269403e-05
47,0.020223523150612027,0.9976133651551312,3.912881934084253e-05
48,0.020224501645055157,0.9976133651551312,3.912939885539835e-05
49,0.020225480234189772,0.9976133651551312,3.913794647017131e-05
50,0.020226458918029613,0.9976133651551312,3.9138993533506826e-05
51,0.020227437696588434,0.9976133651551312,3.9139057568203086e-05
52,0.020228416569879986,0.9976133651551312,3.9149852108609564e-05
53,0.020229395537918016,0.9976133651551312,3.915843986256808e-05
54,0.02023037460071629,0.9976133651551312,3.9170533048997404e-05
55,0.020231353758288564,0.9976133651551312,3.921351555990211e-05
56,0.020232333010648595,0.9976133651551312,3.9217405469297075e-05
57,0.020233312357810156,0.9976133651551312,3.9220042626446956e-05
58,0.02023429179978701,0.9976133651551312,3.923056512846471e-05
59,0.020235271336592923,0.9976133651551312,3.9233355047894116e-05
60,0.02023625096824167,0.9976133651551312,3.9233470097309924e-05
61,0.020237230694747036,0.9976133651551312,3.924449615677627e-05
62,0.020238210516122786,0.9976133651551312,3.925050310947067e-05
63,0.020239190432382703,0.9976133651551312,3.925323389826406e-05
64,0.020240170443540578,0.9976133651551312,3.926573910556986e-05
65,0.020241150549610187,0.9976133651551312,3.9272675816969857e-05
66,0.02024213075060533,0.9976133651551312,3.927978527213513e-05
67,0.020243111046539784,0.9976133651551312,3.928134150688931e-05
68,0.020244091437427354,0.9976133651551312,3.930646653853417e-05
69,0.020245071923281833,0.9976133651551312,3.932796297870428e-05
