timestamp,avg_response_time,throughput,http_error_count,ballerina_error_count,is_anomaly
2020-07-10 07:38:30.961000+00:00,595.3411814117648,1.6858389527965092,0,0,0
2020-07-10 07:38:42.157000+00:00,43.76245371969697,70.7395498392283,0,0,0
2020-07-10 07:38:52.756000+00:00,34.81989348330059,96.04679686762906,0,0,0
2020-07-10 07:39:03.156000+00:00,22.332077667678305,126.73076923076924,0,0,0
2020-07-10 07:39:11.744000+00:00,59.132209389920426,36.25697249471053,0,0,0
2020-07-10 07:39:13.373000+00:00,7.491409760784314,49.916805324459226,0,0,0
2020-07-10 07:39:23.556000+00:00,8.427586032307692,63.83187665717373,0,0,0
2020-07-10 07:39:23.772000+00:00,32.49205926648352,60.52544063851014,0,0,0
2020-07-10 07:39:33.657000+00:00,7.4702758284574475,74.44807444807444,0,0,0
2020-07-10 07:39:35.472000+00:00,23.65494752467811,79.65811965811966,0,0,0
2020-07-10 07:39:43.774000+00:00,8.515652296436695,130.37461698131858,0,0,0
2020-07-10 07:39:45.874000+00:00,7.1076578265162205,136.31993847337048,0,0,0
2020-07-10 07:39:53.873000+00:00,4.408587989667897,134.1717001683335,0,0,0
2020-07-10 07:39:56.072000+00:00,6.9776685549399815,106.19729358697785,0,0,0
2020-07-10 07:40:03.957000+00:00,4.6916190637329285,65.35105117017056,0,0,0
2020-07-10 07:40:06.170000+00:00,5.953788206378987,52.78272925331749,0,0,0
2020-07-10 07:40:14.073000+00:00,3.8717674719334716,95.09687623566627,0,0,0
2020-07-10 07:40:16.297000+00:00,3.8892044777202073,95.28981929495407,0,0,0
2020-07-10 07:40:24.259000+00:00,7.302909691996766,121.44119379540544,0,0,0
2020-07-10 07:40:26.457000+00:00,3.4911081144688647,107.48031496062993,0,0,0
2020-07-10 07:40:34.316000+00:00,5.366053333333333,138.7093566669981,0,0,0
2020-07-10 07:40:36.597000+00:00,4.581621363290175,129.4871794871795,0,0,0
2020-07-10 07:40:44.364000+00:00,2.7777764201623816,147.09394904458597,0,0,0
2020-07-10 07:40:46.706000+00:00,3.3145532985938786,119.5963992481947,0,0,0
2020-07-10 07:40:54.449000+00:00,2.1850493635738832,144.2736737729301,0,0,0
2020-07-10 07:40:56.845000+00:00,2.9122597941981385,180.19528553111743,0,0,0
2020-07-10 07:41:04.562000+00:00,2.8988189141372707,361.6137644615841,0,0,0
2020-07-10 07:41:06.901000+00:00,1.1748628805344512,379.5743834526651,0,0,0
2020-07-10 07:41:14.618000+00:00,2.4687604279475983,387.1320604614161,0,0,0
2020-07-10 07:41:16.967000+00:00,1.9378779471881245,348.003179018478,0,0,0
2020-07-10 07:41:24.687000+00:00,2.4844961143887945,467.97100009931467,0,0,0
2020-07-10 07:41:27.008000+00:00,0.8964929870856652,462.70291803605215,0,0,0
2020-07-10 07:41:34.757000+00:00,2.540456793523969,472.2939424031777,0,0,0
2020-07-10 07:41:37.076000+00:00,0.9118347561892132,449.3444576877235,0,0,0
2020-07-10 07:41:44.819000+00:00,2.9442066456966423,515.006956867422,0,0,0
2020-07-10 07:41:47.149000+00:00,0.8981762587756851,463.81415665640816,0,0,0
2020-07-10 07:41:54.955000+00:00,3.3650162181922854,514.1081294396212,0,0,0
2020-07-10 07:41:57.213000+00:00,0.8813905361003026,459.6581875993641,0,0,0
2020-07-10 07:42:04.994000+00:00,3.4849391203496647,489.98904273334006,0,0,0
2020-07-10 07:42:07.314000+00:00,0.98519054296708,463.12246312246316,0,0,0
2020-07-10 07:42:15.061000+00:00,3.3264297221684416,513.062481374789,0,0,0
2020-07-10 07:42:17.359000+00:00,0.9658001153202176,475.6595321055252,0,0,0
2020-07-10 07:42:25.256000+00:00,3.1202069646203863,512.8984796468857,0,0,0
2020-07-10 07:42:27.439000+00:00,0.8851195691258524,480.0595238095239,0,0,0
2020-07-10 07:42:35.315000+00:00,3.0370690948669203,522.9148026642807,0,0,0
2020-07-10 07:42:37.523000+00:00,1.0082190663254424,464.99404998016655,0,0,0
2020-07-10 07:42:45.457000+00:00,3.2868574653389504,514.8885821337014,0,0,0
2020-07-10 07:42:47.582000+00:00,0.8824585385577324,476.98578387513675,0,0,0
2020-07-10 07:42:55.496000+00:00,3.0050896899051867,535.8103396752665,0,0,0
2020-07-10 07:42:57.724000+00:00,0.8983126218756249,493.09800828239014,0,0,0
2020-07-10 07:43:05.562000+00:00,3.19310875,523.7432942578979,0,0,0
2020-07-10 07:43:07.811000+00:00,0.9546765732846124,488.35134331317533,0,0,0
2020-07-10 07:43:15.655000+00:00,2.9237748304740823,537.1049242048945,0,0,0
2020-07-10 07:43:17.893000+00:00,0.9438065645933014,497.52033326720885,0,0,0
2020-07-10 07:43:25.755000+00:00,2.9494447164319246,527.2277227722773,0,0,0
2020-07-10 07:43:27.970000+00:00,0.962795216862586,489.6298501538156,0,0,0
2020-07-10 07:43:35.793000+00:00,3.2293878664825044,108.18888224745965,0,0,1
2020-07-10 11:08:43.549000+00:00,56.30257287446505,69.39906939906939,0,0,0
2020-07-10 11:08:54.949000+00:00,28.107154866328262,103.68421052631581,0,0,0
2020-07-10 11:09:05.254000+00:00,11.842708995176848,60.35904900533721,0,0,0
2020-07-10 11:09:05.421000+00:00,36.904034499999995,51.66120729995321,0,0,0
2020-07-10 11:09:15.449000+00:00,7.823786662360034,113.8793526238352,0,0,0
2020-07-10 11:09:16.323000+00:00,11.072863520849726,116.58411300678776,0,0,0
2020-07-10 11:09:25.649000+00:00,6.069251074104912,117.74509803921568,0,0,0
