timestamp,avg_response_time,throughput,http_error_count,ballerina_error_count,is_anomaly
2020-07-15 09:19:33.016000+00:00,8.665258360560093,248.0463096960926,0,0,0
2020-07-15 09:19:43.704000+00:00,2.572618359027475,858.1586826347303,0,0,0
2020-07-15 09:19:54.112000+00:00,2.3330093632901754,883.0707148347424,0,0,0
2020-07-15 09:20:05.403000+00:00,1.7109630872745407,1065.5389248073689,0,0,0
2020-07-15 09:20:15.793000+00:00,1.5966003182351955,1147.4494706448509,0,0,0
2020-07-15 09:20:26.196000+00:00,1.4026814583048273,1264.53907526675,0,0,0
2020-07-15 09:20:36.594000+00:00,0.776495419520548,2078.091940757838,0,0,0
2020-07-15 09:20:46.951000+00:00,0.4695933152349312,3051.5593318528527,0,0,0
2020-07-15 09:20:57.329000+00:00,0.47493998159488104,2800.925033725188,0,0,0
2020-07-15 09:21:07.705000+00:00,0.502674528262506,2816.692367000771,0,0,0
2020-07-15 09:21:18.093000+00:00,0.4603057704540217,2923.854447439353,0,0,0
2020-07-15 09:21:28.457000+00:00,0.4820051914608594,2809.0505596294875,0,0,0
2020-07-15 09:21:38.832000+00:00,0.4524229892544005,2924.144578313253,0,0,0
2020-07-15 09:21:49.194000+00:00,0.4528082281506362,2988.033198224281,0,0,0
2020-07-15 09:21:59.692000+00:00,1.3508732546447313,1343.3034863783578,0,0,0
2020-07-15 09:22:10.100000+00:00,9.450015171149143,235.78016910069175,0,0,1
2020-07-15 09:22:20.795000+00:00,9.63497570043877,234.40860215053763,0,0,0
2020-07-15 09:22:31.294000+00:00,9.734067149116065,247.8331269644728,0,0,0
2020-07-15 09:22:41.697000+00:00,10.33737718995718,246.94799577045086,0,0,0
2020-07-15 09:22:52.098000+00:00,10.06551852131701,227.76656090760503,0,0,0
2020-07-15 09:23:02.495000+00:00,1.1389588594362516,1545.7343464460903,0,0,0
2020-07-15 09:23:12.958000+00:00,0.4193169970502345,3240.0841058969704,0,0,0
2020-07-15 09:23:23.392000+00:00,0.3951310750831151,3257.5234809277363,0,0,0
2020-07-15 09:23:33.762000+00:00,0.42726475372384176,3165.7666345226617,0,0,0
2020-07-15 09:23:44.194000+00:00,0.4313886330046992,3121.0697852760736,0,0,0
2020-07-15 09:23:54.559000+00:00,0.4519765442569091,2995.272551857212,0,0,0
2020-07-15 09:24:04.922000+00:00,0.4458133031824703,2959.374698446396,0,0,0
2020-07-15 09:24:15.337000+00:00,0.4787305589258383,2760.249639942391,0,0,0
2020-07-15 09:24:25.714000+00:00,0.5450877919895705,2661.0773826732197,0,0,0
2020-07-15 09:24:36.095000+00:00,0.4988005112249618,2707.542625951257,0,0,0
2020-07-15 09:24:46.510000+00:00,0.5142171795812799,2747.095535285646,0,0,0
2020-07-15 09:24:56.893000+00:00,0.4974249582768803,2772.320138688241,0,0,0
2020-07-15 09:25:07.293000+00:00,0.5241360135598163,2637.884615384615,0,0,0
2020-07-15 09:25:17.694000+00:00,0.5437291151087328,2533.314104413037,0,0,0
2020-07-15 09:25:28.077000+00:00,0.4809462683420881,2805.258595781567,0,0,0
2020-07-15 09:25:38.499000+00:00,0.4834657327580326,2813.0876990980623,0,0,0
2020-07-15 09:25:48.869000+00:00,0.5073774116597888,2757.377049180328,0,0,0
2020-07-15 09:25:59.245000+00:00,0.5308169016843372,2563.4155744024674,0,0,0
2020-07-15 09:26:09.794000+00:00,0.5597895123862682,2479.666319082377,0,0,0
2020-07-15 09:26:20.132000+00:00,0.5445949112626715,2595.4730121880443,0,0,0
2020-07-15 09:26:30.495000+00:00,0.4925537465573892,2613.8183923574256,0,0,0
2020-07-15 09:26:40.894000+00:00,0.508682467591052,2600.7308395037985,0,0,0
2020-07-15 09:26:51.226000+00:00,0.5115055447110729,2698.315911730546,0,0,0
2020-07-15 09:27:01.582000+00:00,0.4914857957087655,2848.783314020857,0,0,0
2020-07-15 09:27:11.934000+00:00,0.4889869512220453,2790.378670788253,0,0,0
2020-07-15 09:27:22.283000+00:00,0.5434896348409947,2619.1902599284954,0,0,0
2020-07-15 09:27:32.695000+00:00,3.620375653547213,580.7721859393008,0,0,1
2020-07-15 09:27:43.199000+00:00,8.07662617500797,298.6481340441737,0,0,0
2020-07-15 09:27:53.597000+00:00,8.606560198409694,253.99115214464317,0,0,0
2020-07-15 09:28:03.999000+00:00,9.592067997955846,235.14708709863487,0,0,0
2020-07-15 09:28:14.399000+00:00,10.423253487420043,225.48076923076923,0,0,0
2020-07-15 09:28:24.800000+00:00,11.299400775869293,229.49716373425636,0,0,0
2020-07-15 09:28:35.201000+00:00,0.8137439936820253,2130.4682242092113,0,0,0
2020-07-15 09:28:45.561000+00:00,0.4278510132362057,3113.8996138996145,0,0,0
2020-07-15 09:28:55.906000+00:00,0.4427820279674081,3072.69212179797,0,0,0
2020-07-15 09:29:06.263000+00:00,0.4595583215514746,3002.1241672298934,0,0,0
2020-07-15 09:29:16.605000+00:00,0.514650645084721,2647.843743956681,0,0,0
2020-07-15 09:29:26.958000+00:00,0.5537083711451976,2405.4863324640196,0,0,0
2020-07-15 09:29:37.313000+00:00,0.5765560596157819,2337.518107194592,0,0,0
2020-07-15 09:29:47.664000+00:00,0.6076467375322533,2283.933919428075,0,0,0
2020-07-15 09:29:58+00:00,0.5657467333830045,2467.202012383901,0,0,0
2020-07-15 09:30:08.362000+00:00,0.5484745436802975,2492.182976259409,0,0,0
2020-07-15 09:30:18.709000+00:00,0.5715541411965944,2486.034599400793,0,0,0
2020-07-15 09:30:40.575000+00:00,0.5917313532738571,2193.6047527520527,0,0,0
2020-07-15 09:30:50.922000+00:00,0.6599767451319583,2178.8924325891558,0,0,0
2020-07-15 09:31:01.284000+00:00,0.548332838512241,2459.756803705848,0,0,0
2020-07-15 09:31:12.598000+00:00,0.5723435820498616,2393.052854870073,0,0,0
2020-07-15 09:31:22.946000+00:00,0.5078178904492316,2628.72052570545,0,0,0
2020-07-15 09:31:33.305000+00:00,0.5574817901990812,2458.441934549667,0,0,0
2020-07-15 09:31:43.663000+00:00,0.5309720293347109,2616.4317435798416,0,0,0
2020-07-15 09:31:54.065000+00:00,0.5285037317386648,2692.7513939626997,0,0,0
2020-07-15 09:32:04.454000+00:00,0.5562329734679221,2412.551737414573,0,0,0
2020-07-15 09:32:14.857000+00:00,0.5157560597354052,2622.993367297895,0,0,0
2020-07-15 09:32:25.207000+00:00,0.5623152248626653,2374.3961352657,0,0,0
2020-07-15 09:32:35.553000+00:00,0.5834917411134289,2362.942199884013,0,0,0
2020-07-15 09:32:45.909000+00:00,0.5331668143726236,2539.590575511781,0,0,0
2020-07-15 09:32:56.278000+00:00,0.5164826130382991,2671.713762175716,0,0,0
2020-07-15 09:33:06.673000+00:00,0.5394683144380579,2543.915343915344,0,0,0
2020-07-15 09:33:17.035000+00:00,0.5606770404252833,2477.996525767226,0,0,0
2020-07-15 09:33:27.384000+00:00,0.5798912604231211,2183.2061068702287,0,0,0
2020-07-15 09:33:37.751000+00:00,0.5532289614826932,2594.482492524356,0,0,0
2020-07-15 09:33:48.117000+00:00,0.4928833192588946,2743.9706733552,0,0,0
2020-07-15 09:33:58.461000+00:00,0.5490486057742782,2578.30626450116,0,0,0
2020-07-15 09:34:08.821000+00:00,0.5709275952200756,2423.262548262548,0,0,0
2020-07-15 09:34:19.220000+00:00,0.5875695053754549,2325.608231560727,0,0,0
2020-07-15 09:34:29.629000+00:00,0.5480481475558487,1165.4337592468055,0,0,0
2020-07-15 09:35:42.229000+00:00,0.4055761725097385,1736.0641483914599,0,0,0
2020-07-15 09:35:52.571000+00:00,0.4616393099269069,3095.5327789595817,0,0,0
2020-07-15 09:36:02.914000+00:00,0.41202595867122616,2968.674465822296,0,0,0
