datetime,in_avg_response_time,in_throughput,in_ipr,out_avg_response_time_main.bal:125:40,out_avg_response_time_main.bal:100:42,out_avg_response_time_main.bal:75:44,out_throughput_main.bal:125:40,out_throughput_main.bal:100:42,out_throughput_main.bal:75:44,out_inprogress_requests_main.bal:75:44,out_inprogress_requests_main.bal:100:42,out_inprogress_requests_main.bal:125:40,cpu_usage_mean,memory_usage_mean
2020-06-08 02:21:30+00:00,18015.27543025,0.21102328155341904,6.0,6004.002275000001,6006.093947125,6005.390046,0.21102328155341904,0.14981627947238096,0.21102328155341904,1.0,1.0,1.0,290120386480.8571,218374144.0
2020-06-08 02:21:40+00:00,18012.07389375,0.2448280083241523,5.0,6003.414398,6004.9684345,6008.26600075,0.2448280083241523,0.12241400416207615,0.2448280083241523,0.0,2.0,0.0,290143731191.1667,218419200.0
2020-06-08 02:21:50+00:00,18025.1346585,0.12274456855284152,5.0,6008.5940494999995,6002.8849924999995,6000.939012,0.12274456855284152,0.12274456855284152,0.12274456855284152,0.0,2.0,0.0,290162536883.7143,218378240.0
2020-06-08 02:22:00+00:00,18021.646675,0.12257179468033753,6.0,6009.30415225,6002.892583499999,5999.136389249999,0.12257179468033753,0.18377130508425432,0.12257179468033753,1.0,1.0,1.0,290183062034.0,218378240.0
2020-06-08 02:22:10+00:00,18018.1586915,0.12239902080783355,7.0,6010.014255,6002.9001745,5997.3337665,0.12239902080783355,0.2447980416156671,0.12239902080783355,2.0,0.0,2.0,290205908682.5714,218401645.7142857
2020-06-08 02:22:20+00:00,18011.63871725,0.18369598863016778,6.0,6006.36211225,6002.13287975,6001.459690375,0.18369598863016778,0.18364725992095904,0.18369598863016778,1.0,1.0,1.0,290229865256.3333,218386432.0
2020-06-08 02:22:30+00:00,18005.118743,0.244992956452502,5.0,6002.7099695,6001.3655850000005,6005.58561425,0.244992956452502,0.12249647822625097,0.244992956452502,0.0,2.0,0.0,290254740367.8333,218394624.0
2020-06-08 02:22:40+00:00,18009.768073375002,0.20236868269909444,5.0,6003.656700875,6001.102277125001,6006.32178475,0.20236868269909444,0.14112044358596892,0.20236868269909444,0.0,2.0,0.0,290269790255.2857,218395794.2857143
2020-06-08 02:22:50+00:00,18014.41740375,0.1597444089456869,5.0,6004.60343225,6000.83896925,6007.05795525,0.1597444089456869,0.1597444089456869,0.1597444089456869,0.0,2.0,0.0,290289276989.8333,218398720.0
2020-06-08 02:23:00+00:00,18019.225299875,0.1412218977243772,6.0,6007.8807908750005,6003.6297615,6003.687973874999,0.1412218977243772,0.20257159097591093,0.1412218977243772,1.0,1.0,1.0,290314662569.8333,221270016.0
2020-06-08 02:23:10+00:00,18024.033196,0.1226993865030675,7.0,6011.1581495,6006.42055375,6000.3179924999995,0.1226993865030675,0.245398773006135,0.1226993865030675,2.0,0.0,2.0,290430693116.4286,221327360.0
2020-06-08 02:23:20+00:00,12022.187910187193,73.31857601646918,7.0,4008.940629845702,4006.1108384267104,4001.734515451328,73.31857601646918,73.40037560747119,73.33784885237061,1.3333333333333333,0.6666666666666667,1.3333333333333333,290991104984.2857,221798400.0
2020-06-08 02:23:30+00:00,6020.342624374385,146.51445264643527,7.0,2006.723110191404,2005.8011231034207,2003.151038402657,146.51445264643527,146.55535244193626,146.55299831823814,0.6666666666666665,1.3333333333333335,0.6666666666666665,296366695300.5714,224660333.7142857
2020-06-08 02:23:40+00:00,18.49733856157895,219.71032927640135,7.0,4.505590537105263,5.49140778013158,4.567561353985793,219.71032927640135,219.71032927640135,219.76814778410568,0.0,2.0,0.0,303030822477.1429,225107968.0
2020-06-08 02:23:50+00:00,9.563795352535696,376.4596848934199,7.0,2.886638859428853,2.9803367310344826,2.945508540866568,376.4596848934199,376.27432808155703,376.4596848934199,2.0,4.0,0.0,309557462851.3333,226072576.0
2020-06-08 02:24:00+00:00,9.571805671939645,380.70971926248495,7.0,2.9303746195228824,2.970744621167883,2.9061396947419667,380.6170666172519,380.802371907718,380.6170666172519,0.0,0.0,0.0,315608628711.5,226678101.33333334
